cell_name,full_trace,passive_parameter,RA,relative_relation,relative,shrinkage_resize,double_spine_area,from_picture,before_shrink,syn_num,PSD,distance,lambda,W_AMPA,W_NMDA,tau1_AMPA,tau2_AMPA,tau1_NMDA,tau2_NMDA,E_PAS,RM,CM,soma_Rin,Rneck,neck_base_Rin,neck_base_Rtrans,neck_base_V_high,spine_head_Rin,spine_head_Rtrans,spine_head_V_high
2016_08_30_A,True,RA_best_fit,97.0,[1.],False,"[1.0, 1.0]",False,False,after,0,0.031,69.60453281337621,0.35510726892783956,0.9263802877455074,0.1930799717869325,0.10000042082273622,2.470923549195918,3.1114810652325082,90.0,-81.33578,6457.0,2.5521402767738497,62.08564153066709,15.16689763362944,226.6563457872888,226.6563457872888,6.950397319236188,244.97711563793172,244.97711563793172,7.758801598774085
2016_08_30_A,True,RA=70,70.0,[1.],False,"[1.0, 1.0]",False,False,after,0,0.031,69.60453281337621,0.288411626030527,0.8957423115603322,0.1595561981981409,0.1,2.4532629986057826,5.350960926038436,99.99999999999952,-81.33578,7063.999999999999,2.332838302254919,62.21583242102516,10.945183859320213,184.49851705796542,184.49851705796544,5.740201574835851,197.71741614789502,197.71741614789505,6.364075154663965
2016_08_30_A,True,RA=100,100.0,[1.],False,"[1.0, 1.0]",False,False,after,0,0.031,69.60453281337621,0.36230040033246985,0.9509510508982969,0.22170057684186653,0.1001564223764978,2.3862876075254813,3.00503513545818,89.99999999999997,-81.33578,6395.000000000001,2.576883466321931,62.08012478553606,15.63597694188602,231.19560806217524,231.19560806217527,7.148624560325118,250.08859757400538,250.0885975740054,7.991884893054618
2016_08_30_A,True,RA=120,120.0,[1.],False,"[1.0, 1.0]",False,False,after,0,0.031,69.60453281337621,0.4099067949841334,1.0223745798622583,0.24529339183149915,0.10000000000446298,2.2764354416278336,3.0134225776438885,89.99999999999996,-81.33578,5995.0,2.7488189770022933,61.98443772772492,18.763172330263224,260.2494805993917,260.24948059939175,8.064081724827673,282.9311439144641,282.9311439144641,9.078576778864445
2016_08_30_A,True,RA=150,150.0,[1.],False,"[1.0, 1.0]",False,False,after,0,0.031,69.60453281337621,0.48048203147290003,1.1953314336286143,0.3194368580994866,0.10007282698066394,2.0109033177907416,3.00000000000123,78.92162088051134,-81.33578,5454.0,3.021483272300834,61.8560329371947,23.45396541282903,300.5233108321024,300.5233108321025,9.490210480368447,328.8875420376222,328.8875420376223,10.839549509125519
2016_08_30_A,True,RA=200,200.0,[1.],False,"[1.0, 1.0]",False,False,after,0,0.031,69.60453281337621,0.5995137559510866,1.6353346503137813,0.34399034035213183,0.10000000000000035,1.6216473480816105,3.0161900630186382,89.67896260589343,-81.33578,4671.0,3.5279746878888347,61.63744617933467,31.27195388377204,358.5277795920489,358.5277795920488,11.9753599518492,396.4100525400177,396.4100525400177,14.266112715417165
2016_08_30_A,True,RA=300,300.0,[1.],False,"[1.0, 1.0]",False,False,after,0,0.031,69.60453281337621,0.8580975513075574,3.8430520341312264,0.35936104734179436,0.10000269565044131,1.0000000000000093,3.897188248333832,89.99999999999972,-81.33578,3420.0,4.818470692142909,61.13789252332575,46.90793082565806,437.4003011538297,437.4003011538297,19.369679343653992,494.2866898555908,494.28668985559085,27.011058115694517
2016_08_30_A,True,RA_best_fit,105.0,[1.],False,"[1.0, 1.0]",False,False,before,0,0.031,63.287967886090264,0.3531196817386454,0.9093317305645201,0.17141125834642093,0.1168499141360066,2.521848290962636,3.2912252104112834,89.99999999999987,-81.33578,5851.0,2.816470648970902,61.81356528035501,16.41777578898032,223.90289884242605,223.90289884242605,6.890545058742518,243.72961779845332,243.72961779845332,7.769689426036024
