,place_name,place_as_sec,dist_from_soma,dist,part
0,"['apic[53]', 0.623]","[<extra_function.Cell object at 0x7f1133fb5f40>.apic[53], 0.623]","['apic[53]', 50.184527248499656]",34.22740235009799,all
