fit_condition,file_type,parameter_type,spine_start,shrinkage&resize_factors,double_spine_area,RM,RA,CM,error,same_strange,weight_AMPA,weight_NMDA,exp2syn_tau1,exp2syn_tau2,NMDA_tau_r_NMDA,NMDA_tau_d_NMDA,before_shrink
const_param,z_correct.swc,RA_min_error,20,"[1.1, 1.0]",False,17069.0,86.0,1.0041465760442092,0.0361714606760071,False,0.002503937099338198,0.0006865131631997945,0.12089015447205435,1.0016138441387892,14.999966979698815,89.99607979262905,after
const_param,z_correct.swc,RA_min_error,20,"[1.1, 1.0]",False,17069.0,86.0,1.0041465760442092,0.0361714606760071,False,0.0026283997661732646,5.000503466402723e-06,0.10379813562866916,1.0002530743023823,14.936464023081683,86.83404393679344,after
const_param,z_correct.swc,RA=120,20,"[1.0, 1.0]",False,14387.0,120.0,1.191337867970988,0.0458357651107886,False,0.0032974451662895086,5.0000052151859665e-06,0.10194121640442191,1.000081283041722,14.938421044491482,87.94840165112748,after
const_param,z_correct.swc,RA_min_error,20,"[1.0, 1.0]",False,15396.0,95.0,1.1132617502272413,0.0362206811726867,False,0.002564899086723207,0.0007088011622250359,0.11357998057620325,1.0008955505984054,14.999946840088032,99.99999915352132,after
const_param,z_correct.swc,RA_min_error,20,"[1.0, 1.0]",False,15396.0,95.0,1.1132617502272413,0.0362206811726867,False,0.0026658054929733503,5.000000017567897e-06,0.10193238374890363,1.0004755543635189,14.103684146000703,96.79213273367594,after
const_param,z_correct.swc,RA=150,20,"[1.0, 1.0]",False,13344.0,150.0,1.2844557783647037,0.0672826188470522,False,0.004117753306711106,5.000068560327083e-06,0.1036269690899461,1.0001003625603917,14.918604204511746,86.48952501170274,after
const_param,z_correct.swc,RA=120,20,"[1.0, 1.0]",False,14387.0,120.0,1.191337867970988,0.0458357651107886,False,0.0030499394353710003,0.000804066642341837,0.13666623700046326,1.0009727222933158,14.999999930425025,89.99999905403084,after
const_param,z_correct.swc,RA=100,20,"[1.0, 1.0]",False,15183.0,100.0,1.1288795301652246,0.0370602971066455,False,0.002482293381445078,0.0007322095726971861,0.1626119751673537,1.0000058682422495,14.999580216375634,89.99999999997969,after
const_param,z_correct.swc,RA=100,20,"[1.0, 1.0]",False,15183.0,100.0,1.1288795301652246,0.0370602971066455,False,0.002783364176771931,5.000000141529991e-06,0.10256632524348044,1.0007940789793817,14.91045264233515,89.51437753037804,after
const_param,z_correct.swc,RA=300,20,"[1.0, 1.0]",False,9637.0,300.0,1.7785387471722118,0.1910319223392218,False,0.010064480460776792,5.000001944835171e-06,0.10005610042458715,1.000237458498494,14.144589025983066,52.27185659119093,after
const_param,z_correct.swc,RA_best_fit,20,"[1.0, 1.0]",False,12106.0,192.0,1.4158085169749386,0.1011653526917778,False,0.005453615414148246,5.000937772394529e-06,0.10206491849221926,1.0003627146586158,9.45095726488135,55.13616201625511,after
const_param,z_correct.swc,RA=200,20,"[1.0, 1.0]",False,11893.0,200.0,1.4411652153786771,0.1078294497156741,False,0.0057343163295733674,5.075049965408678e-06,0.1013457250274005,1.000888612279319,8.682518901387004,39.94488454171442,after
const_param,z_correct.swc,RA=70,20,"[1.0, 1.0]",False,16573.0,70.0,1.0341988720508422,0.047531073221554,False,0.0020516818939374003,5e-06,0.11105820798172121,1.0004273827985348,5.183238864398637,25.00231781019394,after
const_param,z_correct.swc,RA_best_fit,20,"[1.0, 1.0]",False,12106.0,192.0,1.4158085169749386,0.1011653526917778,False,0.005288865073085435,0.0011191246108777967,0.10927128937945059,1.000109762819351,14.999916992994605,89.99999701241443,after
const_param,z_correct.swc,RA=200,20,"[1.0, 1.0]",False,11893.0,200.0,1.4411652153786771,0.1078294497156741,False,0.005617023618719191,0.0011535835473640854,0.10253107121119857,1.0017505047433528,14.999999506053456,89.99999847489246,after
const_param,z_correct.swc,RA=150,20,"[1.0, 1.0]",False,13344.0,150.0,1.2844557783647037,0.0672826188470522,False,0.004020191101568799,0.0009347034686612973,0.10692396031578104,1.0001120950003548,14.999876934716548,89.999963333981,after
const_param,z_correct.swc,RA=300,20,"[1.0, 1.0]",False,9637.0,300.0,1.7785387471722118,0.1910319223392218,False,0.009772302315168556,0.0018221508671786278,0.10503224259927038,1.0000015581509722,14.99999992803978,89.99999999999979,after
const_param,z_correct.swc,RA=70,20,"[1.0, 1.0]",False,16573.0,70.0,1.0341988720508422,0.047531073221554,False,0.002006778234848479,0.0006202573496072459,0.11300179010268654,1.0020957925914942,14.9999999999713,99.99999999987315,after
