fit_condition,file_type,parameter_type,spine_start,shrinkage&resize_factors,double_spine_area,RM,RA,CM,error
const_param,z_correct.swc,RA=120,20,"[1.0, 1.0]",False,10952.0,120.0,1.536951903784529,0.24695355770071237
const_param,z_correct.swc,RA=150,20,"[1.0, 1.0]",False,10370.0,150.0,1.6232109209496781,0.2936657344325898
const_param,z_correct.swc,RA_min_error,20,"[1.0, 1.0]",False,13596.0,19.0,1.2380624632427304,0.04722512416894685
const_param,z_correct.swc,min_CM,20,"[1.0, 1.0]",False,14243.0,1.0,1.181822456662793,0.09462832466014072
const_param,z_correct.swc,RA_best_fit,20,"[1.0, 1.0]",False,12719.0,47.0,1.3234292987065148,0.10196107791656515
const_param,z_correct.swc,mean_best_10,20,"[1.0, 1.0]",False,13579.6,19.5,1.2396214522377575,0.04845912570902021
const_param,z_correct.swc,RA=120,20,"[1.1, 1.1]",False,13175.0,120.0,1.2776240797152305,0.22614605101046678
const_param,z_correct.swc,RA=150,20,"[1.1, 1.1]",False,12528.0,150.0,1.3436061023505876,0.2704053223110714
const_param,z_correct.swc,RA_min_error,20,"[1.1, 1.1]",False,15995.0,21.0,1.0523724445294256,0.04722283674150039
const_param,z_correct.swc,min_CM,20,"[1.1, 1.1]",False,16758.0,1.0,1.004457408416766,0.09503852606756899
const_param,z_correct.swc,RA_best_fit,20,"[1.1, 1.1]",False,14964.0,52.0,1.1248795275493293,0.1012148828693086
const_param,z_correct.swc,mean_best_10,20,"[1.1, 1.1]",False,15977.5,21.5,1.053569089963606,0.04821983580773055
const_param,z_correct.swc,RA=120,20,"[1.1, 1.0]",False,11824.0,120.0,1.4236043005960894,0.2649823946106711
const_param,z_correct.swc,RA=150,20,"[1.1, 1.0]",False,11153.0,150.0,1.5092528692054301,0.3141347347922171
const_param,z_correct.swc,RA_min_error,20,"[1.1, 1.0]",False,14963.0,18.0,1.1249547049554343,0.04712698862528278
const_param,z_correct.swc,min_CM,20,"[1.1, 1.0]",False,15700.0,1.0,1.0721463216718574,0.09424516557526695
const_param,z_correct.swc,RA_best_fit,20,"[1.1, 1.0]",False,14020.0,43.0,1.2006203459520801,0.10186193780197925
const_param,z_correct.swc,mean_best_10,20,"[1.1, 1.0]",False,14984.9,17.5,1.1233799934570878,0.048727181252239925
