cell_name,full_trace,passive_parameter,RA,relative_relation,relative,shrinkage_resize,double_spine_area,from_picture,before_shrink,syn_num,PSD,distance,lambda,g_NMDA_spine,W_AMPA,W_NMDA,tau1_AMPA,tau2_AMPA,tau1_NMDA,tau2_NMDA,E_PAS,RM,CM,soma_Rin,Rneck,neck_base_Rin,neck_base_Rtrans,neck_base_V_high,spine_head_Rin,spine_head_Rtrans,spine_head_V_high,V_soma_NMDA,V_soma_AMPA,V_syn_NMDA,V_syn_AMPA
2017_04_03_B,True,RA_min_error,110.0,1.0,False,"[1.1, 1.0]",False,False,after,0,0.109,164.90367031614775,0.1661696978165435,0.00018621156388143748,13.404472020339764,0.005000000000001369,0.10010066408755654,1.000000496722047,14.999424338921857,89.9863038954822,-77.873726,6484.0,2.244623021961074,68.54741860020263,88.6937334448094,231.38491707371386,231.38491707371386,25.82717864004662,322.39323447606586,322.39323447606586,51.45652297395214,0.00046853976611771486,1.1921854518048605,0.003545156169863617,-26.417306932822655
2017_04_03_B,True,RA_min_error,134.0,1.0,False,"[1.0, 1.0]",False,False,after,0,0.109,149.91242756013435,0.18454692001420522,0.00025504233434670053,18.960012741314884,0.0050000000000887754,0.10011577772518096,1.0000309207220093,14.992211263973081,99.99999482268079,-77.873726,5333.0,2.7290710058870435,64.37364757401421,108.04509346913144,238.73859581422047,238.73859581422053,27.59640411413813,349.57287840658086,349.57287840658086,58.96983682480792,0.0004098370340557267,1.111842435164803,0.0038659978954314056,-18.90396565921575
2017_04_03_B,True,RA_min_error_4,134.0,1.0,False,"[1.0, 1.0]",False,False,after,0,0.109,149.91242756013435,0.18454692001420522,0.00017816718335483814,11.670009939008906,0.005000002860580585,0.10001336026244095,1.0000328610287237,14.996195342760334,89.96555268372866,-77.873726,5333.0,2.7290710058870435,64.37361244088241,108.04509346913144,238.73730468730446,238.7373046873044,23.30007488780555,349.57010893217455,349.57010893217455,51.12688718000216,0.00040582866070337786,0.8886317730386963,0.0038495882478741805,-26.746957912745884
2017_04_03_B,True,RA_min_error_3,134.0,1.0,False,"[1.0, 1.0]",False,False,after,0,0.109,149.91242756013435,0.18454692001420522,0.0001942053149660065,12.947414467587704,0.005000000000001664,0.10009212604837056,1.0000000004540506,14.999974164686918,90.0,-77.873726,5333.0,2.7290710058870435,64.37361259596682,108.04509346913144,238.73731038655677,238.73731038655677,24.253406828022214,349.5701211571011,349.57012115710114,52.938365675384745,0.00040620804122681875,0.9355260342122307,0.0038525793702746114,-24.935471144235276
2017_04_03_B,True,RA_min_error_5,134.0,1.0,False,"[1.0, 1.0]",False,False,after,0,0.109,149.91242756013435,0.18454692001420522,0.0001942053149660065,12.947414467587704,0.005000000000001664,0.10009212604837056,1.0000000004540506,14.999974164686918,90.0,-77.873726,5333.0,2.7290710058870435,64.37361259596682,108.04509346913144,238.73731038655677,238.73731038655677,24.253406828022214,349.5701211571011,349.57012115710114,52.938365675384745,0.00040620804122681875,0.9355260342122307,0.0038525793702746114,-24.935471144235276
2017_04_03_B,True,RA_min_error_1,134.0,1.0,False,"[1.0, 1.0]",False,False,after,0,0.109,149.91242756013435,0.18454692001420522,0.00017816718335483814,11.670009939008906,0.005000002860580585,0.10001336026244095,1.0000328610287237,14.996195342760334,89.96555268372866,-77.873726,5333.0,2.7290710058870435,64.37361244088241,108.04509346913144,238.73730468730446,238.7373046873044,23.30007488780555,349.57010893217455,349.57010893217455,51.12688718000216,0.00040582866070337786,0.8886317730386963,0.0038495882478741805,-26.746957912745884
2017_04_03_B,True,RA_min_error_6,134.0,1.0,False,"[1.0, 1.0]",False,False,after,0,0.109,149.91242756013435,0.18454692001420522,0.00020976430798216707,14.229979482943103,0.005000000000001296,0.10003830576037856,1.0000001290696638,14.999022126545574,89.99565552113731,-77.873726,5333.0,2.7290710058870435,64.37361257281756,108.04509346913144,238.73730953576586,238.7373095357659,25.098333450269934,349.57011933214915,349.57011933214903,54.5243570806518,0.00040654292982367224,0.9785595913190974,0.003855333718888687,-23.34947184736278
2017_04_03_B,True,RA_min_error_2,134.0,1.0,False,"[1.0, 1.0]",False,False,after,0,0.109,149.91242756013435,0.18454692001420522,0.0001942053149660065,12.947414467587704,0.005000000000001664,0.10009212604837056,1.0000000004540506,14.999974164686918,90.0,-77.873726,5333.0,2.7290710058870435,64.37361259596682,108.04509346913144,238.73731038655677,238.73731038655677,24.253406828022214,349.5701211571011,349.57012115710114,52.938365675384745,0.00040620804122681875,0.9355260342122307,0.0038525793702746114,-24.935471144235276
2017_04_03_B,True,RA_best_fit,230.0,1.0,False,"[1.0, 1.0]",False,False,after,0,0.109,149.91242756013435,0.2582615529189866,0.000664544137365856,19.999974829486423,0.005000005822700573,0.3999999895908417,2.076823895785747,18.462278283696662,114.64748395889144,-77.873726,4674.0,3.1138501656815585,65.1771439188511,185.45053356641964,324.88337378345943,324.8833737834594,33.28238748139172,514.9830066187768,514.9830066187767,67.1365581718673,0.00030273501128874614,1.1118130720717403,0.005827974295485205,-10.737293989146337
2017_04_03_B,True,RA=70_5,70.0,1.0,False,"[1.0, 1.0]",False,False,after,0,0.109,149.91242756013435,0.12783527156823082,0.005466517172765138,5.722820522773109,0.18670619712863226,0.13481298756571894,1.000000000000645,14.919059997513239,99.99761460170866,-77.873726,5806.0,2.506740557078127,63.639057643896635,56.44146673760597,164.4172671358395,164.41726713583952,14.890678802742727,222.5021488938434,222.5021488938434,28.61792177346817,0.019069387352317335,1.0134447820974941,0.09021199030553362,-49.25975328142933
