fit_condition,file_type,parameter_type,spine_start,shrinkage&resize_factors,double_spine_area,RM,RA,CM,error
const_param,z_correct.swc,RA=120,20,"[1.0, 1.0]",False,7192.0,120.0,2.411322012284911,0.10564188192566239
const_param,z_correct.swc,RA=150,20,"[1.0, 1.0]",False,6572.0,150.0,2.6388052209910344,0.11253904576405863
const_param,z_correct.swc,RA_min_error,20,"[1.0, 1.0]",False,7148.0,122.0,2.4261650688798375,0.10560026209147162
const_param,z_correct.swc,min_CM,20,"[1.0, 1.0]",False,10892.0,1.0,1.592198669881847,0.29939075534433573
const_param,z_correct.swc,RA_best_fit,20,"[1.0, 1.0]",False,7148.0,122.0,2.4261650688798375,0.10560026209147162
const_param,z_correct.swc,mean_best_10,20,"[1.0, 1.0]",False,7157.5,121.6,2.4231546897241243,0.10575092242851666
const_param,z_correct.swc,RA=120,20,"[1.1, 1.1]",False,8922.0,120.0,1.9437601336419053,0.10676530364202547
const_param,z_correct.swc,RA=150,20,"[1.1, 1.1]",False,8207.0,150.0,2.1131019754298865,0.10720108764600637
const_param,z_correct.swc,RA_min_error,20,"[1.1, 1.1]",False,8601.0,133.0,2.016303675427634,0.10518790449094464
const_param,z_correct.swc,min_CM,20,"[1.1, 1.1]",False,13098.0,1.0,1.3240363347345456,0.2997200947048703
const_param,z_correct.swc,RA_best_fit,20,"[1.1, 1.1]",False,8601.0,133.0,2.016303675427634,0.10518790449094464
const_param,z_correct.swc,mean_best_10,20,"[1.1, 1.1]",False,8587.6,133.6,2.019595067149255,0.10535175287910518
const_param,z_correct.swc,RA=120,20,"[1.1, 1.0]",False,7644.0,120.0,2.268737298842632,0.1066948394106289
const_param,z_correct.swc,RA=150,20,"[1.1, 1.0]",False,6933.0,150.0,2.5014031317399508,0.12001297131417457
const_param,z_correct.swc,RA_min_error,20,"[1.1, 1.0]",False,7876.0,111.0,2.201908064036704,0.10559211377622814
const_param,z_correct.swc,min_CM,20,"[1.1, 1.0]",False,11990.0,1.0,1.446390985183743,0.29900691599863355
const_param,z_correct.swc,RA_best_fit,20,"[1.1, 1.0]",False,7876.0,111.0,2.201908064036704,0.10559211377622814
const_param,z_correct.swc,mean_best_10,20,"[1.1, 1.0]",False,7890.2,110.5,2.1981490478937333,0.10577345303982884
